Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;BuildingArea;YearBuilt;CouncilArea;Lattitude;Longtitude;Regionname;Propertycount
Glen Iris;3/14 Charles St;2;u;540000;S;Woodards;15/07/2017;73;3146;2;1;1;0;77;1960;Boroondara City Council;-3785145;14509107;Southern Metropolitan;10412
Glen Iris;8/12 Osborne Av;2;u;519500;S;Marshall;22/07/2017;73;3146;2;1;1;1101;73;1970;Boroondara City Council;-3785724;14504681;Southern Metropolitan;10412
Glen Iris;4/1508 Malvern Rd;2;t;955000;S;Jellis;29/07/2017;73;3146;2;1;1;197;1;1970;Boroondara City Council;-3785448;1450485;Southern Metropolitan;10412
Glen Iris;4/5 Leopold St;2;u;782500;S;Marshall;03/09/2017;73;3146;2;2;1;;;1965;Boroondara City Council;-3785909;14504219;Southern Metropolitan;10412
Glen Iris;17 Nerissa St;2;h;1910000;S;Marshall;03/09/2017;73;3146;2;1;1;848;;;Boroondara City Council;-3785875;14508441;Southern Metropolitan;10412
Glen Iris;42 Queens Pde;3;h;1850000;S;Fletchers;03/09/2017;73;3146;3;1;1;645;;;Boroondara City Council;-3785341;14509189;Southern Metropolitan;10412
Glen Iris;15 Seaton St;3;h;2152500;S;Marshall;03/09/2017;73;3146;3;2;2;656;;1930;Boroondara City Council;-3786521;14507034;Southern Metropolitan;10412
Glen Iris;3/2 Victor Rd;3;t;1160000;S;Tim;03/09/2017;73;3146;3;2;2;203;;;Boroondara City Council;-3786248;14506682;Southern Metropolitan;10412
Glen Iris;38 Allison Av;3;h;2200000;S;Marshall;09/09/2017;73;3146;3;2;2;705;158;1935;Boroondara City Council;-3786578;14506886;Southern Metropolitan;10412
Glen Iris;24/3 Bickleigh St;2;u;652500;S;hockingstuart;09/09/2017;73;3146;2;1;1;;;;Boroondara City Council;-3784888;14505469;Southern Metropolitan;10412
Glen Iris;22 Cusdin St;3;t;1520000;S;Jellis;09/09/2017;73;3146;3;2;2;;;;Boroondara City Council;-3785016;14506992;Southern Metropolitan;10412
Glen Iris;8/66 Edgar St N;2;u;537000;S;hockingstuart;09/09/2017;73;3146;2;2;1;;;;Boroondara City Council;-3784984;14504659;Southern Metropolitan;10412
Glen Iris;10 Howard St;4;h;3200000;S;Marshall;09/09/2017;73;3146;4;3;2;858;;1980;Boroondara City Council;-3785557;14506534;Southern Metropolitan;10412
Glen Iris;1/16 Osborne Av;2;t;965000;S;hockingstuart;09/09/2017;73;3146;2;2;1;704;;;Boroondara City Council;-3785698;14504686;Southern Metropolitan;10412
Glen Iris;11 Allaville Av;3;h;1802000;S;hockingstuart;16/09/2017;73;3146;3;2;3;;214;1930;Boroondara City Council;-3785032;14504734;Southern Metropolitan;10412
Glen Iris;5 Gatis St;3;h;1738000;S;Jellis;16/09/2017;73;3146;3;2;2;692;;;Boroondara City Council;-3785672;14509099;Southern Metropolitan;10412
Glen Iris;3/1690 Malvern Rd;2;u;504000;S;Fletchers;16/09/2017;73;3146;2;1;1;;;;Boroondara City Council;-3786204;14505789;Southern Metropolitan;10412
Glen Iris;1/16 Osborne Av;2;t;965000;S;hockingstuart;16/09/2017;73;3146;2;2;1;704;;;Boroondara City Council;-3785698;14504686;Southern Metropolitan;10412
Glen Iris;1/5 Queens Pde;2;u;812000;S;J;16/09/2017;73;3146;2;1;1;;;;Boroondara City Council;-3785105;14509268;Southern Metropolitan;10412
Glen Iris;1A Rosemary Gr;3;t;1333000;S;Noel;16/09/2017;73;3146;3;2;1;344;;;Boroondara City Council;-3785289;1450944;Southern Metropolitan;10412
Glen Iris;111 Tooronga Rd;2;h;1366000;S;Jellis;16/09/2017;73;3146;2;2;1;241;;;Boroondara City Council;-3786277;14504012;Southern Metropolitan;10412
Glen Iris;6 Bardolph St;2;h;708000;S;Jellis;19/08/2017;73;3146;2;1;1;151;;;Boroondara City Council;-3785156;14507958;Southern Metropolitan;10412
Glen Iris;8/23 Edgar St;2;u;583000;S;hockingstuart;19/08/2017;73;3146;2;1;1;;75;1965;Boroondara City Council;-37856;14504505;Southern Metropolitan;10412
Glen Iris;4 Faircroft Av;3;h;1307500;S;Jellis;19/08/2017;73;3146;3;1;1;316;111;1940;Boroondara City Council;-3784782;14505004;Southern Metropolitan;10412
Glen Iris;1/1529 Malvern Rd;2;u;552000;S;hockingstuart;19/08/2017;73;3146;2;1;1;;;;Boroondara City Council;-3785351;14504597;Southern Metropolitan;10412
Glen Iris;8/34 Edgar St;2;u;678000;S;hockingstuart;23/09/2017;73;3146;2;1;1;;90;1970;Boroondara City Council;-3785501;14504567;Southern Metropolitan;10412
Glen Iris;2 Grandview Av;3;h;1285000;S;Marshall;23/09/2017;73;3146;3;2;2;374;101;1940;Boroondara City Council;-3784967;14508388;Southern Metropolitan;10412
Glen Iris;1 Anthony St;5;h;5770000;S;Marshall;26/08/2017;73;3146;5;3;2;;638;2011;Boroondara City Council;-3786048;1450487;Southern Metropolitan;10412
Glen Iris;33 Welfare Pde;3;h;1688000;S;Purplebricks;26/08/2017;73;3146;3;1;2;717;;;Boroondara City Council;-3785918;145083;Southern Metropolitan;10412
Glen Iris;15 Beryl St;4;h;2115000;S;J;14/10/2017;73;3146;4;2;2;718;;;Boroondara City Council;-3785114;14508701;Southern Metropolitan;10412
Glen Iris;25 Aintree Rd;4;h;3120000;S;Marshall;21/10/2017;73;3146;4;2;2;725;276;1950;Boroondara City Council;-3785647;14504354;Southern Metropolitan;10412
Glen Iris;15 Barina Rd;4;h;2420000;S;Kay;21/10/2017;73;3146;4;2;2;638;;;Boroondara City Council;-3786038;14506706;Southern Metropolitan;10412
Glen Iris;8/69 Edgar St N;2;u;485000;S;hockingstuart;21/10/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;60 Hortense St;4;h;2237500;S;Marshall;21/10/2017;73;3146;4;2;2;650;0;1985;Boroondara City Council;-3785776;14507998;Southern Metropolitan;10412
Glen Iris;2A Netherlee St;3;h;1700000;S;Jellis;21/10/2017;73;3146;3;1;2;;127;1980;Boroondara City Council;-3786115;14504804;Southern Metropolitan;10412
Glen Iris;3/37 Aintree Rd;2;u;698000;S;Noel;28/10/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;1/5 Allenby Av;3;t;1410000;S;Jellis;28/10/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;25 Charles St;4;h;2320000;S;Jellis;28/10/2017;73;3146;4;2;2;672;216;1928;Boroondara City Council;-3785223;14509132;Southern Metropolitan;10412
Glen Iris;24 Netherlee St;4;h;3650000;S;Marshall;28/10/2017;73;3146;4;2;2;865;;;Boroondara City Council;-3786136;14504993;Southern Metropolitan;10412
Glen Iris;3 Wandeen Rd;4;h;5355000;S;Marshall;28/10/2017;73;3146;4;2;5;919;;;Boroondara City Council;-3785906;14505509;Southern Metropolitan;10412
Glen Iris;9/1512 Malvern Rd;2;u;565000;S;hockingstuart;04/11/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;2/37 Carroll Cr;2;u;605000;S;hockingstuart;11/11/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;5/1421 High St;2;u;742000;S;hockingstuart;11/11/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;2/9 Park Rd;2;u;845000;S;Marshall;11/11/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;3/31 Yeovil Rd;2;u;759000;S;Metro;11/11/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;11 Kenilworth Gr;3;h;1845000;S;Jellis;18/11/2017;73;3146;3;2;4;1021;135;1970;Boroondara City Council;-378528;1450487;Southern Metropolitan;10412
Glen Iris;3/23 Lomond St;2;u;1150000;S;Noel;18/11/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;27 Renwick St;3;h;2412000;S;Marshall;18/11/2017;73;3146;3;1;2;;;;Boroondara City Council;-378519;1450721;Southern Metropolitan;10412
Glen Iris;11 Walerna Rd;4;h;2001000;S;Fletchers;18/11/2017;73;3146;4;2;2;;216;1980;Boroondara City Council;-378561;1450683;Southern Metropolitan;10412
Glen Iris;54 Brandon St;3;h;1900000;S;hockingstuart;25/11/2017;73;3146;3;1;1;650;;;Boroondara City Council;-37857;1450767;Southern Metropolitan;10412
Glen Iris;8 Heaton Av;4;h;3600000;S;Jellis;25/11/2017;73;3146;4;2;2;;230;1930;Boroondara City Council;-378628;1450462;Southern Metropolitan;10412
Glen Iris;42 Park Rd;3;h;1810000;S;OBrien;25/11/2017;73;3146;3;1;1;;;;Boroondara City Council;-378517;1450556;Southern Metropolitan;10412
Glen Iris;4A Seaton St;3;h;1427000;S;Jellis;25/11/2017;73;3146;3;2;2;;;;Boroondara City Council;-378631;1450702;Southern Metropolitan;10412
Glen Iris;13/1526 High St;2;u;670000;S;hockingstuart;06/01/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;26 Parkin St;6;h;2245000;S;Marshall;06/01/2018;73;3146;6;3;2;;280;1960;Boroondara City Council;-3784775;14504948;Southern Metropolitan;10412
Glen Iris;65 Renwick St;4;h;1735000;S;hockingstuart;06/01/2018;73;3146;4;3;2;361;;;Boroondara City Council;-3785135;14506835;Southern Metropolitan;10412
Glen Iris;4/41 Aintree Rd;2;t;795000;S;Jellis;09/12/2017;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;2 Renwick St;3;h;1390000;S;J;09/12/2017;73;3146;3;2;1;;;;Boroondara City Council;-3785256;14507571;Southern Metropolitan;10412
Glen Iris;8/1452 Malvern Rd;2;u;646000;S;hockingstuart;10/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;4/1529 Malvern Rd;2;u;560000;S;hockingstuart;10/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;3/9 Maverston St;2;u;1186000;S;Fletchers;10/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;17 Pascoe St;2;h;1312500;S;Buxton;10/02/2018;73;3146;2;1;1;;;;Boroondara City Council;-3785963;1450873;Southern Metropolitan;10412
Glen Iris;1A Britten St;3;t;2225000;S;Marshall;03/03/2018;73;3146;3;2;2;474;;;Boroondara City Council;-3785629;1450663;Southern Metropolitan;10412
Glen Iris;166 Finch St;4;h;3845000;S;Marshall;03/03/2018;73;3146;4;3;2;868;;;Boroondara City Council;-3786185;14504527;Southern Metropolitan;10412
Glen Iris;2a Howard St;3;h;1640000;S;hockingstuart;03/03/2018;73;3146;3;2;2;400;;;Boroondara City Council;-378557;14506655;Southern Metropolitan;10412
Glen Iris;43 Albion Rd;4;h;1997500;S;Marshall;17/02/2018;73;3146;4;2;2;621;;1945;Boroondara City Council;-3786544;14506739;Southern Metropolitan;10412
Glen Iris;8/24 Edgar St;2;u;575000;S;Jellis;17/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;5/10 Osborne Av;2;u;535000;S;Jellis;17/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;1/292 Tooronga Rd;3;h;1555000;S;Marshall;17/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;9 Hortense St;3;h;2160000;S;Noel;17/03/2018;73;3146;3;2;4;724;;;Boroondara City Council;-378547;14508095;Southern Metropolitan;10412
Glen Iris;3/21 Osborne Av;3;t;1070000;S;hockingstuart;17/03/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;142 Summerhill Rd;3;h;1855000;S;Marshall;17/03/2018;73;3146;3;1;1;680;;1930;Boroondara City Council;-3786166;14507455;Southern Metropolitan;10412
Glen Iris;11A Creswick St;3;h;1480000;S;Marshall;24/02/2018;73;3146;3;2;1;323;;;Boroondara City Council;-3785214;14504333;Southern Metropolitan;10412
Glen Iris;3/5 Creswick St;3;t;1360000;S;Jellis;24/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;10/1555 High St;1;u;325000;S;Jellis;24/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;7/4 Karana Pl;2;h;921000;S;hockingstuart;24/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;1/51 Osborne Av;2;u;706000;S;hockingstuart;24/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;2/4 Peace St;2;h;730000;S;hockingstuart;24/02/2018;73;3146;;;;;;;Boroondara City Council;;;Southern Metropolitan;10412
Glen Iris;22 Vears Rd;3;h;1633000;S;Jellis;24/02/2018;73;3146;3;2;3;604;143;1948;Boroondara City Council;-3786019;14508823;Southern Metropolitan;10412
Glen Waverley;8/280 Blackburn Rd;2;u;515000;SP;Stockdale;09/09/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;7 Larpent St;3;h;1361501;SP;Fletchers;09/09/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;29 Chivalry Av;4;h;1156000;SP;Harcourts;28/10/2017;167;3150;4;2;2;;;;Monash City Council;-378662;14518517;Eastern Metropolitan;15321
Glen Waverley;34 Mannering Dr;4;h;1640000;SP;Harcourts;28/10/2017;167;3150;4;2;2;955;;;Monash City Council;-3789374;14517118;Eastern Metropolitan;15321
Glen Waverley;829 Waverley Rd;4;h;1100000;SP;Harcourts;11/11/2017;167;3150;4;2;3;649;;;Monash City Council;-378906;145182;Eastern Metropolitan;15321
Glen Waverley;30 York St;4;h;1328800;SP;Harcourts;18/11/2017;167;3150;4;2;2;;;;Monash City Council;-378692;1451766;Eastern Metropolitan;15321
Glen Waverley;15 Grantley Dr;3;h;1270100;SP;Harcourts;25/11/2017;167;3150;3;1;2;652;;;Monash City Council;-378639;145171;Eastern Metropolitan;15321
Glen Waverley;46 Maylands Cr;4;h;1170000;SP;Harcourts;09/12/2017;167;3150;4;2;2;650;;;Monash City Council;-3790401;14517309;Eastern Metropolitan;15321
Glen Waverley;2/11 Evelyn St;4;t;2435000;SP;Harcourts;03/03/2018;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;8 Glenwood Av;4;h;1260000;SP;Stockdale;03/03/2018;167;3150;4;1;1;729;;;Monash City Council;-3789009;14515757;Eastern Metropolitan;15321
Glen Waverley;11 Bunker Cr;5;h;1758000;SP;Harcourts;17/02/2018;167;3150;5;3;2;677;284;1975;Monash City Council;-3788385;14515088;Eastern Metropolitan;15321
Glen Waverley;594 Blackburn Rd;3;h;1045000;SP;Jellis;24/02/2018;167;3150;3;1;3;736;;;Monash City Council;-3789834;14514378;Eastern Metropolitan;15321
Glen Waverley;2/2 Bridget St;4;t;1170000;SA;Harcourts;07/10/2017;167;3150;4;2;2;;143;2016;Monash City Council;-3788678;14516051;Eastern Metropolitan;15321
Glen Waverley;42 Maylands Cr;4;h;1080000;SA;Barry;17/03/2018;167;3150;4;2;1;655;;;Monash City Council;-3790396;14517267;Eastern Metropolitan;15321
Glen Waverley;24 Owens Av;4;h;1250000;S;Ray;01/07/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;91 Orchard St;4;h;1750000;S;Harcourts;03/06/2017;167;3150;4;1;2;655;161;1970;Monash City Council;-3787173;14515267;Eastern Metropolitan;15321
Glen Waverley;1/8 Short St;2;u;1100000;S;Ray;03/06/2017;167;3150;2;1;1;258;106;1980;Monash City Council;-3788245;14515982;Eastern Metropolitan;15321
Glen Waverley;1/28 Leicester Av;3;u;895000;S;Ray;17/06/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;10 Lennox Av;6;h;1290000;S;Harcourts;17/06/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;10/18 Tulloch Gr;3;t;655000;S;Harcourts;17/06/2017;167;3150;3;2;2;0;133;2002;Monash City Council;-3789873;14515072;Eastern Metropolitan;15321
Glen Waverley;4 Turner Ct;3;h;1550000;S;Harcourts;17/06/2017;167;3150;3;2;2;648;181;1980;Monash City Council;-3788255;14514727;Eastern Metropolitan;15321
Glen Waverley;20 Walter St;4;h;1715000;S;Barry;17/06/2017;167;3150;4;1;2;758;;;Monash City Council;-3786924;14516471;Eastern Metropolitan;15321
Glen Waverley;2 Bunker Cr;4;h;1420000;S;Ray;24/06/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;2 Ingleside Cr;3;h;1495000;S;Ray;24/06/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;2/45 Ranfurlie Dr;3;t;1125000;S;Ray;24/06/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;6 Silverwood Wy;4;h;995000;S;Ray;24/06/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;37 Brentwood Dr;4;h;1130000;S;Ray;27/05/2017;167;3150;4;2;2;690;;;Monash City Council;-3790004;14517205;Eastern Metropolitan;15321
Glen Waverley;11 Buller Dr;4;h;1331000;S;McGrath;27/05/2017;167;3150;4;2;2;762;;;Monash City Council;-3786584;14516502;Eastern Metropolitan;15321
Glen Waverley;11 Cooper Av;3;h;1141000;S;McGrath;27/05/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;19 Norfolk St;4;h;1100000;S;Harcourts;27/05/2017;167;3150;4;2;2;726;101;1961;Monash City Council;-3789814;14514457;Eastern Metropolitan;15321
Glen Waverley;1/14 Utah Rd;3;u;1135000;S;McGrath;27/05/2017;167;3150;3;2;2;328;152;1980;Monash City Council;-3786931;14515081;Eastern Metropolitan;15321
Glen Waverley;15 Alimar Rd;3;h;1908000;S;Barry;08/07/2017;167;3150;3;1;2;778;;;Monash City Council;-3788462;14517315;Eastern Metropolitan;15321
Glen Waverley;1 Dorset St;3;h;1070000;S;Harcourts;08/07/2017;167;3150;3;2;1;839;116;1970;Monash City Council;-3789813;14514652;Eastern Metropolitan;15321
Glen Waverley;42 Caithness Cr;3;h;1311000;S;Harcourts;12/08/2017;167;3150;3;2;1;853;28;1972;Monash City Council;-3788984;14518016;Eastern Metropolitan;15321
Glen Waverley;2/25 Fernhill St;2;u;960000;S;Ray;15/07/2017;167;3150;2;1;1;229;101;1990;Monash City Council;-3787606;14515951;Eastern Metropolitan;15321
Glen Waverley;707 Waverley Rd;5;h;1116500;S;Harcourts;15/07/2017;167;3150;5;2;2;701;18285;1960;Monash City Council;-3788902;14516678;Eastern Metropolitan;15321
Glen Waverley;2/51 Avonhurst Dr;2;u;656000;S;Harcourts;22/07/2017;167;3150;2;1;1;345;120;2012;Monash City Council;-3789919;14514856;Eastern Metropolitan;15321
Glen Waverley;32 Maylands Cr;5;h;1182000;S;Ray;22/07/2017;167;3150;5;2;3;650;152;1975;Monash City Council;-3790383;14517166;Eastern Metropolitan;15321
Glen Waverley;25 Walter St;3;h;1800000;S;Ray;22/07/2017;167;3150;3;1;1;729;;;Monash City Council;-3786954;14516429;Eastern Metropolitan;15321
Glen Waverley;2 Wattletree Ct;5;h;1832000;S;Barry;22/07/2017;167;3150;5;2;2;803;;;Monash City Council;-3787942;14517668;Eastern Metropolitan;15321
Glen Waverley;20 Cowrie St;4;h;1200000;S;Harcourts;29/07/2017;167;3150;4;2;2;660;;;Monash City Council;-3788927;14518548;Eastern Metropolitan;15321
Glen Waverley;9 McKenna Rd;3;h;1130000;S;Harcourts;29/07/2017;167;3150;3;1;1;836;;;Monash City Council;-3789928;1451474;Eastern Metropolitan;15321
Glen Waverley;76 Callaghan Av;2;u;791000;S;McGrath;03/09/2017;167;3150;2;1;1;310;;;Monash City Council;-3789291;14515399;Eastern Metropolitan;15321
Glen Waverley;19 Diamond Av;3;h;1370000;S;Fletchers;03/09/2017;167;3150;3;1;;652;;;Monash City Council;-378717;14517267;Eastern Metropolitan;15321
Glen Waverley;2/35 Kirstina Rd;3;u;1026000;S;hockingstuart;03/09/2017;167;3150;3;2;2;;;;Monash City Council;-3788994;14516821;Eastern Metropolitan;15321
Glen Waverley;16 Clematis St;4;h;1790000;S;Harcourts;09/09/2017;167;3150;4;2;2;742;164;1970;Monash City Council;-3787738;14518083;Eastern Metropolitan;15321
Glen Waverley;9 Dorset St;4;t;1170000;S;Ray;09/09/2017;167;3150;4;3;2;725;;1936;Monash City Council;-3789868;14514635;Eastern Metropolitan;15321
Glen Waverley;94 Herriotts Bvd;5;h;1320000;S;hockingstuart;09/09/2017;167;3150;5;3;3;478;;;Monash City Council;-3789891;14515341;Eastern Metropolitan;15321
Glen Waverley;6 Melrose Ct;4;h;1152000;S;Harcourts;09/09/2017;167;3150;4;2;2;734;;;Monash City Council;-3787432;14518766;Eastern Metropolitan;15321
Glen Waverley;31 Chapman Bvd;3;h;1275000;S;hockingstuart;16/09/2017;167;3150;3;2;2;714;164;1973;Monash City Council;-3788809;14519011;Eastern Metropolitan;15321
Glen Waverley;50 Madigan Dr;5;h;1480000;S;Barry;16/09/2017;167;3150;5;2;2;718;237;1980;Monash City Council;-378888;14518692;Eastern Metropolitan;15321
Glen Waverley;2/47 Panoramic Gr;3;h;1150000;S;Ray;16/09/2017;167;3150;3;1;2;;120;1994;Monash City Council;-3788392;14516808;Eastern Metropolitan;15321
Glen Waverley;5A York St;3;t;1200000;S;Harcourts;16/09/2017;167;3150;3;2;2;;;;Monash City Council;-3786832;14517305;Eastern Metropolitan;15321
Glen Waverley;22 Campbell St;3;h;1310000;S;Harcourts;19/08/2017;167;3150;3;1;1;782;102;1960;Monash City Council;-3786941;14517108;Eastern Metropolitan;15321
Glen Waverley;2 Cherry St;5;h;1285000;S;Ray;19/08/2017;167;3150;5;2;1;651;124;1970;Monash City Council;-378656;14515034;Eastern Metropolitan;15321
Glen Waverley;16 Cooper Av;4;h;1292000;S;Barry;19/08/2017;167;3150;4;2;2;768;169;1970;Monash City Council;-3789965;14517135;Eastern Metropolitan;15321
Glen Waverley;31 Paxton Dr;3;h;1300000;S;hockingstuart;19/08/2017;167;3150;3;2;3;733;;;Monash City Council;-3789014;14518269;Eastern Metropolitan;15321
Glen Waverley;480 Springvale Rd;4;h;1155000;S;Biggin;19/08/2017;167;3150;4;1;1;654;;;Monash City Council;-3789769;14516307;Eastern Metropolitan;15321
Glen Waverley;58 Cambridge Dr;4;h;1190000;S;Ray;23/09/2017;167;3150;4;2;2;653;;;Monash City Council;-3789231;14515141;Eastern Metropolitan;15321
Glen Waverley;8 Edith St;3;h;2450000;S;Stockdale;23/09/2017;167;3150;3;1;0;984;;;Monash City Council;-3787376;14515238;Eastern Metropolitan;15321
Glen Waverley;9 Finton Cl;4;h;1214000;S;Barry;23/09/2017;167;3150;4;2;2;694;;;Monash City Council;-378893;14518747;Eastern Metropolitan;15321
Glen Waverley;16 Rhodes Dr;4;h;1631888;S;Barry;23/09/2017;167;3150;4;2;2;740;;1960;Monash City Council;-3788551;14517559;Eastern Metropolitan;15321
Glen Waverley;1/7 Carramar Av;2;u;625000;S;Harcourts;26/08/2017;167;3150;2;1;1;;;1970;Monash City Council;-3787981;14515789;Eastern Metropolitan;15321
Glen Waverley;576 Blackburn Rd;3;h;1100000;S;Ray;07/10/2017;167;3150;3;1;5;740;106;1960;Monash City Council;-3789698;14514398;Eastern Metropolitan;15321
Glen Waverley;2/25 Tobias Av;2;u;771000;S;Ray;07/10/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;1 Walter St;5;h;1296000;S;Fletchers;07/10/2017;167;3150;5;2;2;;;;Monash City Council;-3786706;14516575;Eastern Metropolitan;15321
Glen Waverley;3 Winmalee Dr;3;h;1075000;S;Harcourts;07/10/2017;167;3150;3;1;2;646;123;1988;Monash City Council;-378956;14515502;Eastern Metropolitan;15321
Glen Waverley;14 Campbell St;5;h;2670000;S;Ray;14/10/2017;167;3150;5;4;2;788;418;2015;Monash City Council;-378693;14517012;Eastern Metropolitan;15321
Glen Waverley;2 Coral Ct;4;h;1255000;S;Ray;14/10/2017;167;3150;4;2;2;;;;Monash City Council;-378712;14517238;Eastern Metropolitan;15321
Glen Waverley;6 Dinadan Ct;5;h;1630000;S;Fletchers;14/10/2017;167;3150;5;4;2;652;;;Monash City Council;-3786725;1451856;Eastern Metropolitan;15321
Glen Waverley;1/18 Glen Ct;2;u;852000;S;McGrath;14/10/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;1 Vine Ct;5;h;1560000;S;Barry;14/10/2017;167;3150;5;3;2;;248;1990;Monash City Council;-37883;14518267;Eastern Metropolitan;15321
Glen Waverley;3/19 Campbell St;4;u;1190000;S;Barry;21/10/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;23 Diamond Av;4;h;1439000;S;Barry;21/10/2017;167;3150;4;2;2;663;158;1970;Monash City Council;-3787215;14517259;Eastern Metropolitan;15321
Glen Waverley;1/602 Highbury Rd;3;u;737000;S;Ray;21/10/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;1 Aston Hth;3;h;1329000;S;Barry;28/10/2017;167;3150;;;;;;;Monash City Council;-3788708;14518653;Eastern Metropolitan;15321
Glen Waverley;2/16 Fraser St;3;t;970000;S;Buxton;28/10/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;2 Hampton Ct;4;h;1300000;S;Ray;28/10/2017;167;3150;4;2;0;712;163;1960;Monash City Council;-378939;14514707;Eastern Metropolitan;15321
Glen Waverley;5 Jordan Gr;4;h;1500000;S;Barry;28/10/2017;167;3150;4;1;1;708;160;1955;Monash City Council;-3788638;14516745;Eastern Metropolitan;15321
Glen Waverley;2 Mulgrave St;4;h;1260000;S;Ray;28/10/2017;167;3150;4;;;;;;Monash City Council;-3786873;14516136;Eastern Metropolitan;15321
Glen Waverley;2/33 Mount St;3;u;1100000;S;Ray;30/09/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;6/24 Tulloch Gr;3;t;696000;S;Fletchers;04/11/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;13 Avendon Bvd;5;h;1950000;S;Jellis;11/11/2017;167;3150;5;4;2;480;334;1999;Monash City Council;-378785;1451529;Eastern Metropolitan;15321
Glen Waverley;14 Owens Av;3;h;1335000;S;Ray;11/11/2017;167;3150;3;1;2;800;;;Monash City Council;-378904;1451597;Eastern Metropolitan;15321
Glen Waverley;2/10 Sagan Ct;3;u;900000;S;Ray;11/11/2017;167;3150;;;;;;;Monash City Council;;;Eastern Metropolitan;15321
Glen Waverley;29 Brighton St;5;h;1670000;S;Harcourts;18/11/2017;167;3150;5;3;2;;305;1995;Monash City Council;-378738;1451738;Eastern Metropolitan;15321
Glen Waverley;19 Fernhill St;3;h;2380000;S;LLC;18/11/2017;167;3150;3;1;1;729;108;1960;Monash City Council;-378756;1451599;Eastern Metropolitan;15321
Glen Waverley;538 Highbury Rd;4;h;1150000;S;Barry;18/11/2017;167;3150;4;2;4;732;;;Monash City Council;-378603;1451537;Eastern Metropolitan;15321
Glen Waverley;2 Louise Ct;5;h;2202000;S;Ray;18/11/2017;167;3150;5;3;2;745;288;2004;Monash City Council;-378689;1451546;Eastern Metropolitan;15321
